time,ym,indmc,proddome,prodabroad,prodability,prodoper,prod,uib,uibmoney,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,hire,hirefull,hirepart,EXIT,EXITfull,EXITpart,left,leftfull,leftpart,hour,hourfull,hourpart,wage_tot,wage_totfull,wage_totpart,E9
2015. 01,660,23,96.4,107.3,99.4,99.6,95.2,2363,2323531280,106213,96267,3117,1119,1119,0,3884,1861,2023,3423,1400,2023,4519,1983,2536,1935,1391,543,190.1,193.4,116.8,3511757,3614428,1178095,6023
2015. 02,661,23,97.8,120.7,99.3,100.9,98.5,2468,2253486910,106345,96223,3189,1439,1427,12,3383,893,2490,3188,698,2490,3354,1176,2179,2705,981,1725,159.9,161.1,126.6,3631955,3720261,1284083,6000
2015. 03,662,23,95.5,99.2,99.5,95.9,95.6,2626,2921704170,107153,97176,2876,1109,1093,17,4151,2430,1722,3873,2151,1722,3512,1717,1795,2489,1284,1205,197.2,199.5,134,3250728,3327625,1186001,5939
2015. 04,663,23,95.6,112.8,99.8,96.2,96.8,2456,2677366930,107679,97697,2893,1386,1386,0,3240,1508,1731,3147,1416,1731,2702,1231,1471,2141,1037,1103,201.6,203.7,148.7,3098687,3165845,1394543,5944
2015. 05,664,23,100.2,105.6,100.6,98.3,99.6,2266,2324647720,108215,97626,3177,1183,1183,0,2428,978,1450,2374,924,1450,2215,1263,952,1564,809,755,182.9,186.2,115.9,3040608,3130946,1214210,6022
2015. 06,665,23,100.5,116.1,100.4,98.7,99.8,2273,2481773330,107784,97607,2894,1430,1430,0,3914,2037,1877,3793,1916,1877,4217,2156,2060,2731,1976,754,199.6,204.7,106.8,3254765,3375058,1041937,6073
2015. 07,666,23,103.4,102.1,100.3,104.6,103.5,2331,2523227490,108229,98137,2748,1026,1026,0,2977,1580,1397,2853,1463,1390,2592,1291,1301,1663,1087,575,205.2,208.5,131.2,3191546,3272844,1325809,6164
2015. 08,667,23,106.8,98.1,100,103.9,105.5,2205,2333746800,108156,98114,2703,1172,1172,0,2731,1567,1163,2506,1343,1163,2798,1946,853,1917,1452,466,186.8,189,132.6,3261096,3334397,1449385,6050
2015. 09,668,23,105.1,86.8,99.8,103.9,102.7,2176,2382100830,109092,98940,2676,1151,1151,0,3026,2047,978,2910,1932,978,2227,1455,772,1516,1270,246,183.3,187.1,119.1,3712474,3851272,1361973,6146
2015. 10,669,23,102.4,84.5,100.1,100.7,101.8,2026,2336961000,110161,98606,3465,1086,1086,0,3040,1220,1819,2953,1134,1819,2585,1743,842,1707,1453,253,192.3,199.4,111.1,3215752,3388137,1248768,6226
2015. 11,670,23,92.4,83.4,100.3,95.3,96.5,1880,1987106120,109512,98777,3229,1135,1134,1,2723,1420,1303,2648,1345,1303,2788,1451,1338,2182,1279,904,193.4,197.4,126.4,3051554,3144481,1507693,6210
2015. 12,671,23,105.5,91.6,100.4,102.1,104.3,1782,1899905920,109553,98598,3352,1471,1402,69,2966,1580,1386,2868,1482,1386,3022,1277,1745,1292,1166,126,198.9,203.4,122.3,4418021,4587387,1544803,6304
2016. 01,672,23,101,94,104,100.2,99,2098,2167645530,108371,98227,2905,1394,1369,26,3513,1991,1522,3389,1867,1522,4331,2547,1784,1677,1509,168,185.5,189.3,114.2,3681421,3787827,1678267,6270
2016. 02,673,23,97.4,90.1,103.7,101.7,101.6,2208,2407595080,109091,98450,2958,1844,1759,86,2706,1735,972,2460,1502,959,2431,1662,769,1327,1134,193,168.9,170.7,127.3,3851588,3947164,1668306,6149
2016. 03,674,23,105.6,89.5,104,102,104.8,2341,2696327710,108926,98662,2956,1654,1578,76,3957,2036,1921,3761,1840,1921,3746,1937,1809,1531,1382,149,199.8,203.6,124.4,3387015,3489750,1336874,6073
2016. 04,675,23,105.2,104.2,104.3,103.1,107.1,2256,2505113970,108447,98395,2674,1669,1669,0,3163,1990,1172,3030,1858,1171,3712,2450,1261,2186,1940,246,193,196.4,120.6,3369818,3464432,1378186,6196
2016. 05,676,23,105.8,104.7,104.5,106.3,109.9,2263,2591676120,109839,99115,2665,1420,1414,6,3300,1731,1568,3185,1618,1568,2589,1326,1263,1331,1114,218,188.7,192.5,109.5,3214870,3309238,1296975,6298
2016. 06,677,23,108.2,100.7,104.5,108,111.8,2324,2664132850,109922,98891,2784,1703,1703,0,2911,1542,1370,2769,1399,1370,3016,2008,1008,1849,1669,179,194.4,197.3,126.3,3476389,3566289,1413533,6446
2016. 07,678,23,104.3,95.8,104.9,104.5,106.7,2394,2571703080,110179,99403,2725,1458,1458,0,2925,1797,1128,2770,1642,1128,2473,1555,917,1299,1171,129,192.7,196,123.2,3466538,3567281,1367515,6548
2016. 08,679,23,113,96.1,105.1,109.6,114.6,2430,2929207580,110719,100136,2579,1589,1472,117,3248,1811,1437,3207,1771,1437,2661,1291,1370,1619,1221,398,191.4,195.2,110.2,3389141,3485424,1311941,6677
2016. 09,680,23,107.9,98.6,105.5,107.9,111.4,2274,2732007650,110272,99544,2482,1898,1898,0,2602,1178,1424,2370,956,1414,3291,1977,1314,1959,1771,188,175.5,178.2,106.8,4005055,4108867,1369339,6758
2016. 10,681,23,104.5,95.9,105.3,103.7,108.9,2004,2249687890,110597,100356,1898,1449,1437,12,2582,1732,850,2535,1686,850,2354,1524,829,1353,1310,43,189.1,191.6,123.3,3361669,3440019,1335734,6809
2016. 11,682,23,111.8,106.5,105.3,108.3,113.5,1964,2365577650,111183,100806,1990,1433,1433,0,2729,1490,1240,2684,1444,1240,2188,1241,947,1278,1135,144,200,203.2,121.3,3247080,3322046,1429567,6803
2016. 12,683,23,110.5,97.2,105.3,105.8,111.5,1863,2121421900,111253,100971,1778,1232,1232,0,2623,1437,1186,2596,1410,1186,2670,1574,1096,1280,1089,190,198.8,201.3,132.8,4616004,4732702,1468713,6864
2017. 01,684,23,115.1,91.8,106.5,110.8,115,2002,2167501040,110019,100651,1111,1147,1147,0,2304,1842,462,1954,1492,462,3291,1951,1340,1207,954,254,179.6,181.3,92.2,4655865,4724018,1007805,6702
2017. 02,685,23,116.5,90.6,106.6,111.5,115,2151,2366127380,110116,100724,1113,1760,1667,93,2575,1459,1115,2437,1322,1115,2500,1623,877,1278,1140,138,180.8,182.6,82.5,3511355,3557907,906680,6515
2017. 03,686,23,116.2,86.3,106.6,110.3,116.9,2215,2630728640,111446,101503,1441,1412,1412,0,4111,2742,1369,3783,2414,1369,3003,2011,992,1439,1439,,199.6,201.5,94.5,3611973,3659344,1023833,6418
2017. 04,687,23,110.7,96,106.1,106,112.8,2082,2431937290,111988,101527,1938,1975,1975,0,3794,2276,1518,3754,2236,1518,3273,2302,971,1911,1880,31,186.3,189.2,71.1,3426876,3491687,820838,6523
2017. 05,688,23,114.5,90.8,106.4,109.1,115.8,1973,2494303470,112514,101764,1996,1538,1538,0,2782,1748,1034,2658,1624,1034,2488,1579,909,1331,1254,77,183.5,185.9,88.6,3379027,3437888,1032174,6575
2017. 06,689,23,101.5,100.5,106.5,100.5,106.9,2058,2452049010,112746,101660,2210,2032,2032,0,2371,1684,687,2339,1652,687,2261,1749,512,1527,1450,77,188.4,192.7,73.7,3598890,3700179,893925,6720
2017. 07,690,23,105.4,101.3,106.5,102.8,107.5,2069,2491119180,111683,100830,1883,2304,2271,33,2114,1409,705,2022,1317,705,3271,2300,970,1822,1676,145,184.9,188.6,73.5,3518123,3605049,899493,6818
2017. 08,691,23,107.1,96.2,106.5,103.7,110.4,2040,2657759960,111221,100421,1863,1671,1654,17,2861,1864,997,2697,1700,997,3289,2360,929,1768,1700,68,188.4,191,85.3,3502386,3563630,1031577,6813
2017. 09,692,23,107.9,83.3,106.6,103.2,110,2048,2744749670,111617,100792,1843,1865,1745,119,2900,1625,1276,2820,1544,1276,2550,1318,1232,1365,1235,130,191.4,194.5,72.8,4162390,4249216,877649,6909
2017. 10,693,23,108.3,110.9,106.4,105,109.7,1675,2099773710,111352,100614,1648,1539,1525,14,2196,1238,958,2101,1143,958,2568,1477,1091,1181,1181,,158.3,159.4,99.4,3421963,3462950,1149534,6947
2017. 11,694,23,104.9,99.1,105.2,104.8,109.2,1730,2126777400,110902,100251,1580,1436,1433,3,3585,1858,1727,3503,1776,1727,4017,2284,1733,1252,1241,11,198.8,201.3,93.3,3345901,3401155,1048751,6935
2017. 12,695,23,104.9,81.6,105.6,104.4,109.5,1621,1904184490,110398,99700,1605,1953,1953,0,2525,1109,1416,2463,1047,1416,3050,1724,1326,1218,1174,44,184,187.2,68.1,4396665,4493664,866475,7027
2018. 01,696,23,101.1,85.8,103.7,103.6,103.6,2042,2451887000,110743,101107,1259,1578,1567,11,2882,2526,356,2596,2240,356,2267,1851,415,1344,1308,36,195.7,196.9,108.7,4121060,4156548,1344517,7156
2018. 02,697,23,103.8,84.3,103.9,106.1,108,2164,2577655900,111231,101218,1563,1644,1546,99,2479,1827,652,2355,1704,652,2063,1627,436,1296,1276,20,161.6,162.6,112,4040906,4096253,1181509,7052
2018. 03,698,23,102.7,84.4,100.7,108.3,106.8,2354,2997212180,111729,101294,1702,2119,2023,96,3071,2487,584,2785,2201,584,2855,2283,573,1717,1650,67,187.8,190.8,55.8,3590047,3652876,788000,7002
2018. 04,699,23,103.9,80.2,100.7,107.2,106.2,2373,3087098100,111629,101231,1867,1956,1944,11,3252,2402,851,3113,2263,851,3151,2434,717,1812,1810,3,189.5,192.3,59.2,3500154,3558650,819550,6978
2018. 05,700,23,107,82.4,100.9,110,108.4,2463,3472915190,112003,101713,1634,1577,1566,11,3158,2548,610,2861,2251,610,2909,2061,848,1647,1634,12,186.5,189.9,50.3,3519260,3588006,806847,7007
2018. 06,701,23,107.9,86.2,100.5,113.9,112.2,2420,3414826610,112464,101727,1812,1684,1673,11,3245,2407,838,3127,2290,838,3053,2400,653,1669,1636,33,182.3,184.9,56.2,3893072,3956184,865106,7057
2018. 07,702,23,107.3,86.5,100.4,113.7,110.4,2470,3485679460,111992,101578,1709,1525,1514,11,3469,2381,1087,3372,2285,1087,3720,2532,1188,2205,2056,149,191.6,195.2,44.4,3713222,3787708,691310,7131
2018. 08,703,23,97,79.8,100.6,104.9,103.2,2419,3746584570,111636,101320,1610,2008,1994,13,3027,2244,783,2760,1977,783,3384,2455,929,1926,1898,28,184,186.6,50,3573609,3627133,818069,7142
2018. 09,704,23,105.3,77,100.5,112.4,109.7,2186,3003509620,112403,101819,1717,1700,1700,0,2852,1914,938,2713,1775,938,2247,1418,829,1137,1137,0,161.9,163.8,61.5,4216792,4279551,951435,7156
2018. 10,705,23,104.6,82,100.2,111.8,109.7,2134,3473537960,112996,102283,1795,1694,1694,0,3307,2355,953,3151,2198,953,2765,1891,875,1769,1757,12,189.4,192.1,67.4,3593929,3652265,1018692,7225
2018. 11,706,23,103.7,81.2,99.7,110.6,107.7,2050,2984225490,113690,102571,1928,1589,1580,9,2418,1847,571,2318,1746,571,1996,1558,438,1294,1276,18,195.9,198,88.7,3574752,3624225,1096994,7213
2018. 12,707,23,97,79.3,99.4,107.9,104.2,1991,2689293780,112802,101930,1737,1459,1459,0,2333,1760,573,2064,1491,573,3166,2400,766,1214,1142,72,183,184.9,84.2,4574669,4638521,1339791,7287
2019. 01,708,23,107.7,86.2,99.5,117.4,112.5,2533,3622496830,112991,102096,1668,1452,1452,0,3180,2633,546,2659,2112,546,3083,2428,655,1392,1378,14,189.9,192.7,73.8,4730102,4811477,1299312,7194
2019. 02,709,23,97.5,78.8,100,105.7,101.7,2579,3629525310,113346,102464,1442,1774,1753,21,2159,1662,497,2007,1510,497,2017,1290,726,1150,1138,12,155.6,156.8,56.7,4138695,4177340,974545,7089
2019. 03,710,23,97.9,72.6,100.4,104.1,102.3,2815,3950662520,114283,103126,1380,1538,1533,6,3718,2653,1065,3570,2505,1065,3117,1990,1127,1718,1703,15,179.6,184.2,43.9,3760516,3860018,824185,7040
2019. 04,711,23,98.9,82.8,100.4,105.9,104.5,2885,4505815460,114655,103382,1452,1257,1257,0,3562,2547,1015,3484,2469,1015,3235,2288,947,1942,1927,16,193.5,196.4,61.9,3696929,3758817,872793,7111
2019. 05,712,23,98.4,84.2,100.2,106.6,104.4,2867,4632473810,114186,103733,1358,1375,1375,0,3118,2360,759,3002,2243,759,2862,2009,853,1308,1308,0,188.6,192,49.5,3633357,3702805,797471,7093
2019. 06,713,23,98.2,81.5,100.4,105.8,104.2,2776,4246297910,114701,104198,1341,1128,1091,37,3398,2098,1300,3342,2042,1300,2949,1632,1317,1253,1207,46,175.4,177.9,53.1,3957327,4021792,862671,7138
2019. 07,714,23,100.3,73.4,100.1,112,107.7,2887,4807322290,113759,103866,1250,1081,1037,43,3151,1903,1248,3024,1776,1248,3573,2235,1338,1810,1706,103,196.5,199.6,44,3933192,3998301,663910,7146
2019. 08,715,23,101.2,85.7,100,109.7,107.5,2864,4646688050,114837,104411,1137,1042,998,44,3091,2116,975,3011,2036,975,2659,1570,1090,1377,1365,12,179.7,182.6,45.6,3799380,3863448,772841,7117
2019. 09,716,23,90,92.5,100.2,103,100.1,2693,4328799650,115290,104913,1008,1074,1074,0,3121,2088,1033,2979,1946,1033,2748,1585,1163,1152,1143,10,167.2,169.5,53.5,4249604,4315138,959667,7184
2019. 10,717,23,94.6,91.8,100.1,104.5,102,2496,4262189230,114877,104282,1167,1012,1012,0,2674,1396,1278,2579,1300,1278,3145,2027,1118,1450,1450,0,185.4,188.4,60,3720518,3786342,954283,7212
2019. 11,718,23,95.8,90.8,100.4,104.5,102.3,2401,3733460970,114678,103852,1195,875,875,0,3257,1282,1975,3197,1222,1975,3659,1711,1948,1200,1164,36,188.5,191.4,62,3861415,3931087,850758,7154
2019. 12,719,23,97,107.1,100.1,106,102.9,2374,3692394270,114279,103266,1326,1133,1098,35,3869,1469,2400,3605,1205,2400,4324,2056,2268,1191,1154,37,186.3,188.5,59.6,4679380,4745213,899693,7261
2020. 01,720,23,94.7,88.6,100.4,103.6,101,2804,4390674150,113053,102735,1835,811,791,20,3666,1486,2180,3502,1323,2180,3687,2565,1122,865,855,10,169,171.1,38.8,4788191,4854630,680235,7218
2020. 02,721,23,93.5,93.5,101,103.1,99.5,2998,4766343890,113252,102965,1769,810,810,0,2979,2011,968,2854,1885,968,2816,1938,878,1434,1325,109,172.6,173.5,91.3,3824455,3850277,1421283,7093
2020. 03,722,23,94,87.7,101.2,101.4,100.4,3118,5289569290,113187,102645,1916,585,580,4,4353,2259,2094,4160,2066,2094,4526,2576,1949,1522,1454,68,186.2,187.9,84.6,3840662,3885518,1231681,6895
2020. 04,723,23,91,79,101.4,101.6,100.9,3091,5345140220,112332,101734,2092,657,657,0,3697,1708,1989,3646,1656,1989,4432,2646,1786,1563,1553,9,177.8,179.4,87.1,3741805,3780057,1450460,6732
2020. 05,724,23,86.2,68.9,101.6,89,88.3,3170,5179393780,112725,101680,2212,681,674,8,4346,2358,1989,3480,1491,1989,4281,2390,1892,1143,1131,12,167.4,170.5,69.1,3692319,3765785,1345622,6644
2020. 06,725,23,90.1,68.8,101.3,95.9,95.3,3266,5462576850,112467,101618,2035,698,694,4,6142,2775,3366,4796,1429,3366,6380,2845,3535,1017,1002,15,184.6,187.7,56.9,3704805,3769812,1068940,6529
2020. 07,726,23,88.6,61.7,101.1,92.7,90,3363,5807405980,112754,101839,2091,644,644,0,3033,1918,1115,2654,1539,1115,2757,1770,986,914,903,12,189,191.7,55.5,4092463,4156530,905957,6413
2020. 08,727,23,88.5,70.8,101.9,90,89.9,3382,5664304980,113034,101649,2525,643,643,0,2958,1559,1399,2462,1063,1399,2714,1751,962,996,983,13,167.1,169.4,55.4,3709151,3765229,881192,6339
2020. 09,728,23,98,77.9,102.3,99.3,99.8,3296,6011385000,112437,101347,2207,801,801,0,2632,1200,1432,2252,820,1432,3252,1540,1712,802,790,12,182.9,184.8,70.3,4501953,4553407,1387890,6236
2020. 10,729,23,104.6,76.4,102.3,103.7,102.8,3155,5202357290,112376,101065,2383,759,759,0,2823,1498,1325,2578,1253,1325,2929,1729,1200,1284,1270,14,168.5,171,52.8,3877552,3939979,978017,6175
2020. 11,730,23,98.1,74,102.4,99.3,99.3,2873,4693749310,112631,101175,2569,910,910,0,3487,1528,1958,3223,1265,1958,3191,1441,1750,1125,1100,25,184.3,187.4,61,3774925,3841230,1096126,6027
2020. 12,731,23,99,77.4,102,99.7,98.6,2778,4924144980,110531,99467,2222,1065,1062,3,4322,1842,2480,3418,958,2460,6377,3548,2829,1581,1356,225,188.2,191.6,56.4,4605757,4697409,1069786,5950
2021. 01,732,23,100.1,76.5,103,103.3,100.6,3009,4755007560,109986,99110,2809,1306,1294,12,3779,2506,1272,2954,1719,1235,3549,2437,1111,1331,1292,39,174.9,177.9,49.8,4192369,4267559,1056690,5832
2021. 02,733,23,109.6,80.4,100.7,111.3,108.6,3158,5061273720,110274,99459,2649,1405,1391,13,3255,2084,1171,2858,1687,1171,3066,1707,1358,1037,1009,29,156.7,158.1,75.8,4489164,4542163,1505249,5702
2021. 03,734,23,100,83.8,100.5,103.7,101.9,3201,5840718650,111520,99903,3449,1777,1776,2,5838,2659,3179,5352,2173,3179,4593,2212,2381,1825,1778,46,187.4,190.1,60.6,3899591,3959025,1131518,5566
2021. 04,735,23,97.5,90.3,99.4,103.1,100,3069,5451252690,110851,99837,2696,1983,1983,0,3834,1857,1977,3690,1713,1977,4653,1927,2725,1342,1297,45,190.8,193.4,61.9,3790736,3843781,1152939,5469
2021. 05,736,23,92.3,93.8,99.7,99.8,97,2931,4938987670,111649,99966,3214,2009,2009,0,5503,1730,3773,5325,1552,3773,4857,1607,3250,1365,1323,42,172.8,174.7,61.5,3927650,3975936,1177309,5429
2021. 06,737,23,94,78.4,98.9,101.5,98.4,2971,5166532480,111949,99887,3034,2076,2063,13,4527,1935,2591,4183,1602,2581,4785,1987,2798,1434,1368,66,188,191.6,53.8,3895895,3970727,1068223,5311
2021. 07,738,23,99.8,79.4,98.2,106,99.5,2924,4924346620,112399,99511,3843,2279,2271,9,4848,1821,3027,4765,1744,3021,4415,2196,2218,1718,1620,98,187.3,190,65.7,4208273,4274883,1182082,5334
2021. 08,739,23,94.5,88.8,98.4,103.4,99.6,2894,5048522970,111998,99390,3428,2193,2184,9,3326,1644,1681,3041,1359,1681,3862,1778,2084,1191,1126,65,174.1,177.2,57.3,3896097,3968791,1149626,5291
2021. 09,740,23,96.2,81.4,98.2,103.7,98.8,2818,4954270740,112402,99305,3899,2241,2232,9,3467,1586,1880,3313,1437,1876,3080,1685,1395,1265,1204,61,163.1,165.7,66.8,4725529,4818546,1288453,5264
2021. 10,741,23,94.9,85.4,97.2,103.6,97.9,2652,4588743290,112117,99343,3466,2641,2623,18,3425,1557,1868,3306,1439,1866,3821,1516,2305,1346,1283,63,169,172.9,51.6,3974348,4071690,1019182,5208
2021. 11,742,23,94.2,86.5,97.1,107.9,101.8,2411,4116858120,112224,99378,3545,2521,2512,9,3557,1554,2003,3351,1347,2003,3443,1561,1882,1257,1189,68,188,190.5,71.7,3872034,3926941,1303425,5179
2021. 12,743,23,96.3,77.8,96.6,108.8,101.2,2336,4027658220,111519,98965,3309,2654,2637,17,4052,1711,2341,3850,1511,2339,4702,2123,2579,1530,1454,76,191.2,195,55.2,4699552,4798763,1121195,5136
2022. 01,744,23,104,95.4,95.4,120,109.5,2600,4284727590,110102,97749,3243,2584,2567,17,4051,2552,1499,3801,2303,1498,5333,3901,1432,1988,1909,79,172.7,175.8,49.2,5223547,5327704,1148839,5177
2022. 02,745,23,97,71.2,95.9,112.3,103.3,2741,4275895380,110728,98154,3474,2786,2786,0,3154,1979,1175,3112,1940,1172,2517,1576,941,1198,1145,53,155.4,158.3,57,4079840,4163450,1217630,5182
2022. 03,746,23,95,73,94.2,111.7,102.9,2905,5094252670,111704,98340,4254,3039,3002,37,4223,2236,1987,3878,1891,1986,3258,2047,1211,1797,1721,75,178.5,182.8,61.1,4038297,4134524,1385916,5275
2022. 04,747,23,93.6,75.9,93.3,111.5,100.9,2829,4846455320,111459,98528,3821,2752,2734,19,4765,2381,2384,4438,2056,2382,5010,2216,2794,1696,1625,71,180,183,75.9,3967036,4036050,1576610,5329
2022. 05,748,23,94.1,79.2,93.4,110.4,99.4,2842,5062413280,111778,98741,3825,2650,2629,21,4260,2221,2039,4019,1983,2036,4043,1993,2049,1371,1318,53,178.8,181.7,68.4,4047565,4115406,1478816,5381
2022. 06,749,23,86.3,65.3,92.6,103.2,92.9,2749,4819312920,111955,99019,3735,2424,2423,1,3791,2065,1725,3483,1758,1725,3602,1787,1815,1323,1240,83,173.6,176.2,76.2,4104065,4171192,1546056,5371
2022. 07,750,23,98.9,81.3,92.5,112,97.9,2762,4674241610,112503,99022,4261,2430,2428,2,4079,1711,2368,3973,1606,2367,3550,1698,1851,1276,1193,83,178.4,182,77.8,4346537,4443678,1655543,5474
2022. 08,751,23,95.7,80.6,92.1,108.8,96,2760,4949524800,111814,98927,3623,2634,2629,6,4066,1944,2123,4013,1890,2123,4799,2030,2769,1492,1374,118,172.5,176.5,61.5,4067230,4170226,1151914,5745
2022. 09,752,23,94.8,66,91.6,109.5,96.1,2612,4728474160,111981,99030,3589,2429,2415,14,3974,2011,1963,3710,1748,1962,3906,1908,1997,1353,1254,100,167.5,171.3,59.2,4714352,4831110,1372200,5972
2022. 10,753,23,,,,,,2498,4300329530,,,,,,,,,,,,,,,,,,,,,,,,,6195
2009. 06,593,24,92.136,74.413,80.595,90.974,76.001,,,130492,125320,5072,1437,1217,220,2633,1796,837,2526,1689,837,3079,2281,799,1696,1415,280,,,,,,,
2009. 07,594,24,92.51,78.12,82.775,92.209,79.804,,,130370,125524,4846,1199,1097,103,3210,2131,1079,3180,2101,1079,3232,1886,1346,1658,1328,331,,,,,,,
2009. 08,595,24,97.379,75.753,82.775,97.416,83.26,,,130328,125808,4520,1394,1351,43,3164,2504,660,2823,2165,658,3206,2233,973,1726,1505,221,,,,,,,
2009. 09,596,24,101.589,76.205,83.056,98.901,86.297,,,130395,126031,4364,1179,1123,56,1997,1533,464,1938,1474,464,1930,1623,306,1450,1290,160,,,,,,,
2009. 10,597,24,97.945,77.102,83.197,98.603,85.542,,,130452,125542,4910,1131,1073,57,2943,1926,1017,2869,1852,1017,2885,2074,811,1909,1807,102,,,,,,,
2009. 11,598,24,99.717,78.312,83.197,99.18,86.762,,,130470,126059,4412,1027,1027,0,3052,2542,511,2800,2290,511,3034,2009,1025,1835,1530,305,,,,,,,
2009. 12,599,24,102.439,79.339,84.955,100.683,89.009,,,130187,125887,4300,961,958,3,2483,1969,514,2369,1855,514,2767,2251,516,1651,1521,129,,,,,,,
2010. 01,600,24,99.393,79.634,85.677,97.494,87.503,,,131045,126639,4406,1699,1699,0,3913,2398,1515,3510,1995,1515,3055,1977,1078,1298,1148,150,,,,,,,
2010. 02,601,24,99.393,82.245,85.589,101.453,90.714,,,132694,128498,4196,2484,2269,216,3911,3032,879,3214,2336,878,2262,1477,784,1649,1345,303,,,,,,,
2010. 03,602,24,105.162,86.945,85.764,103.35,92.138,,,134436,130226,4210,2202,2106,96,4410,3286,1125,3622,2497,1125,2668,1976,692,1814,1672,142,,,,,,,
2010. 04,603,24,105.567,85.03,87.61,103.654,93.866,,,134736,130508,4228,2530,2360,169,3292,2001,1290,3165,1875,1290,2992,2024,968,2095,1817,278,,,,,,,
2010. 05,604,24,102.53,86.51,87.61,103.478,93.436,,,135915,131476,4439,2175,2099,76,3935,2550,1385,3755,2370,1385,2756,1951,804,1758,1589,169,,,,,,,
2010. 06,605,24,101.619,84.856,87.698,101.485,92.666,,,137137,132573,4564,2333,2100,233,5307,2763,2544,4998,2454,2544,4085,1926,2159,1830,1483,347,,,,,,,
2010. 07,606,24,101.417,84.769,87.786,100.208,91.449,,,137413,133489,3924,1782,1758,24,3825,2557,1268,3779,2511,1268,3549,1776,1773,2200,1420,780,,,,,,,
2010. 08,607,24,100.911,83.551,87.786,98.483,90.201,,,137586,133988,3598,2322,2322,0,2500,2199,301,2389,2088,301,2327,1903,424,1837,1681,156,,,,,,,
2010. 09,608,24,97.976,90.601,89.104,99.714,91.82,,,138148,134678,3470,2100,2047,53,3512,2593,919,3148,2301,847,2950,2171,779,2144,1965,179,,,,,,,
2010. 10,609,24,100,91.819,89.104,102.634,93.884,,,138824,135392,3432,1655,1647,8,4817,2752,2065,4612,2547,2065,4141,2341,1800,2206,1841,365,,,,,,,
2010. 11,610,24,99.696,94.865,89.279,101.451,94.878,,,139832,136590,3242,1447,1415,32,3695,2609,1086,3526,2488,1038,2687,1701,986,2031,1438,592,,,,,,,
2010. 12,611,24,101.012,93.473,91.476,100.531,95.405,,,139444,136262,3182,1217,1217,0,3843,2393,1450,3652,2315,1337,4231,2276,1955,2357,1720,637,,,,,,,
2011. 01,612,24,107.996,93.211,91.916,102.37,97.214,,,139293,136087,3085,1838,1770,69,3739,2525,1214,3511,2317,1194,4011,1957,2054,1792,1439,353,201.6,203.2,141.1,3382348,3429277,1544420,
2011. 02,613,24,108.198,92.254,91.828,101.728,96.433,,,140690,137317,3275,1660,1572,87,4043,2608,1435,3914,2479,1435,2623,1609,1014,1441,1220,221,174.1,175.4,126.3,3161971,3205380,1526984,
2011. 03,614,24,108.502,91.906,93.761,102.313,98.848,,,142494,138598,3798,1724,1678,46,5265,3150,2116,5186,3071,2116,3461,2246,1215,2549,2050,499,206.2,207.3,165.4,3058773,3099216,1624724,
2011. 04,615,24,110.83,89.469,93.849,104.577,99.953,,,143873,139710,4040,1771,1755,16,4817,3202,1614,4686,3071,1614,3463,2389,1073,2479,2044,435,204.2,205.4,162.3,3201148,3243413,1715872,
2011. 05,616,24,107.692,91.906,93.849,102.697,98.812,,,144305,139994,4196,1475,1417,59,3252,2208,1043,3215,2171,1043,2812,2005,807,2058,1769,289,200.1,201.5,153.1,3002426,3043830,1577911,
