time,ym,indmc,proddome,prodabroad,prodability,prodoper,prod,uib,uibmoney,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,hire,hirefull,hirepart,EXIT,EXITfull,EXITpart,left,leftfull,leftpart,hour,hourfull,hourpart,wage_tot,wage_totfull,wage_totpart,E9
2017. 11,694,22,100,98.5,101.5,99.1,100.1,4034,4902216480,264199,260173,3927,4396,4395,1,7105,5933,1171,6739,5568,1171,7176,5674,1502,5300,5018,282,204.8,205.2,177.4,3124409,3145121,1794752,27244
2017. 12,695,22,93.1,99.6,100.8,95.3,95.5,3787,4496050160,262983,259564,3318,4711,4711,0,6754,6005,749,6644,5894,749,7972,6485,1487,5389,5262,127,189,189.7,139.8,3574963,3605987,1372227,27579
2018. 01,696,22,94.3,98.8,99,96.8,95.9,4335,5458891480,275493,270752,4090,3291,3291,0,7568,7217,351,7279,6944,335,8338,7876,461,6575,6479,97,199.4,200.1,152.6,3317965,3343315,1598716,27687
2018. 02,697,22,93.8,95.8,98.1,96.9,94.8,4423,5227724960,276260,271581,4027,4171,4037,133,7764,6284,1479,7404,5925,1479,6997,5492,1505,4282,4233,49,167.7,168.1,144.3,3735050,3765430,1669171,27141
2018. 03,698,22,91.4,94.5,98.3,95,93.3,4719,5959908580,279158,274460,4134,5590,5527,62,10644,9351,1293,10224,8931,1293,7660,6576,1083,6156,5896,260,193.5,194,157.7,3409672,3432096,1657519,26844
2018. 04,699,22,94,98.9,98,96.8,95.8,4893,6261776400,278723,273848,4373,5518,5483,35,9190,8223,967,8793,7826,967,9562,8795,767,7236,6948,288,191.6,191.5,193.5,3185869,3198982,2048350,26606
2018. 05,700,22,98.4,98.8,98.1,98.6,98.3,5078,7141670620,277956,273082,4386,4593,4562,31,8236,7282,954,8179,7226,954,8989,8158,832,6780,6557,223,191.1,191.3,175.8,3162370,3178549,1852186,26565
2018. 06,701,22,94.8,99,98.1,96.4,96,4969,6827922950,277891,273033,4367,4149,4086,63,8008,7103,905,7540,6635,905,8076,7134,942,5977,5798,180,184.3,184.3,186,3284707,3301641,1939737,26536
2018. 07,702,22,90.9,96.7,97.2,95.7,93.4,5231,7336426210,276258,271623,4139,4058,4017,40,7626,6129,1497,7138,5641,1497,9264,7516,1748,5770,5341,428,194.6,194.7,189.7,3560420,3580787,2025365,26442
2018. 08,703,22,96.8,94.3,98,97.3,96.4,5378,7973140310,275555,270956,4103,4503,4492,11,6822,5917,906,6426,5521,906,7525,6511,1014,4588,4341,247,188.8,189.1,170.3,3280826,3300615,1929170,26529
2018. 09,704,22,93.3,97.8,97.9,96,94.3,4953,6753618810,275260,270586,4179,4790,4653,137,5469,4734,735,5319,4584,735,5762,5088,674,4253,4197,56,164.3,164.2,168.9,3832383,3858184,2006273,26632
2018. 10,705,22,96.1,95.1,98,97.4,96.4,5111,8292156830,276754,271402,4862,3953,3850,102,7279,5887,1392,7151,5759,1392,5780,5040,740,4379,4217,163,195.1,195.4,178.6,3368367,3393970,1995246,26792
2018. 11,706,22,95.5,98.5,97.9,96.8,95.7,4875,7118546550,277692,272715,4485,4095,4005,91,7425,6826,599,6961,6362,599,6488,5508,980,5189,4999,190,198.8,199.3,178,3235536,3262863,1970150,26711
2018. 12,707,22,93.3,101.3,98.3,95.4,94.7,4669,6412260030,278281,273874,3914,4102,3997,105,6259,5689,570,6000,5429,570,5672,4869,803,3705,3525,180,182,182.3,159.2,3752838,3782077,1930962,26875
2019. 01,708,22,97,100.8,100.2,96.4,96.7,5255,7989665980,278862,274611,3756,4174,4076,97,7740,6689,1052,7230,6178,1052,7161,6041,1121,5057,5042,15,199,199.4,174.5,3782088,3815048,1863948,26666
2019. 02,709,22,90.8,101.4,98.6,92.8,92.6,5081,7361177820,277848,273522,3809,3396,3378,19,5754,4822,932,5669,4736,932,6789,5892,898,5109,4985,124,158,158.7,124.9,3624809,3661763,1800232,26425
2019. 03,710,22,91.8,102.1,98.5,94.1,94,5382,7640783760,277775,274076,3161,3615,3610,5,8124,7325,800,7837,7037,800,8219,6987,1232,6155,5921,234,184.7,185.4,145.1,3451384,3476596,1911188,26301
2019. 04,711,22,95.2,101.8,97.5,97,95.9,5494,8415758430,279162,274957,3660,3994,3993,1,9168,8079,1089,8641,7553,1088,7788,7199,588,6270,6163,108,198.3,198.7,172.9,3599767,3620245,2181729,26437
2019. 05,712,22,93.4,106,97.4,95.8,94.6,5632,8882557520,277641,273521,3571,3514,3514,0,7633,6821,812,7459,6647,812,9159,8258,901,6942,6888,54,193.6,193.8,179.6,3318832,3335560,2124468,26073
2019. 06,713,22,93,104.2,97.1,94.6,94,5563,8216089960,277267,272734,3977,3239,3239,0,6074,5039,1034,5971,4983,989,6454,5820,634,4773,4741,31,179.4,179.7,164.7,3354705,3374919,2052987,26002
2019. 07,714,22,93.6,103.7,97.5,96.2,94.9,5963,9661353330,276491,272223,3705,4107,4097,10,7004,6393,610,6697,6087,610,7786,6865,920,6618,6322,296,199.1,199.3,180.2,3733156,3760681,1866739,25978
2019. 08,715,22,90,98.6,97.6,89.5,88.9,5859,9530132080,275767,271608,3591,2807,2804,3,6824,5895,929,6656,5727,929,7554,6527,1027,5088,5038,50,176.5,176.7,161.6,3382542,3403209,1932268,26112
2019. 09,716,22,92,101,97,94.9,92.6,5666,9084551810,274852,270648,3626,3680,3660,20,4754,4417,338,4627,4289,338,5680,5385,295,4051,4003,48,169.8,169.7,175.3,3891110,3911746,2218217,25961
2019. 10,717,22,91.8,99,97.1,92.8,91.4,5460,9285955370,274980,270682,3714,3448,3374,74,6855,6093,762,6634,5872,762,6733,6065,668,5196,5091,105,189.4,189.9,152.5,3357054,3378709,1828255,26025
2019. 11,718,22,89.6,98.6,96.8,91.5,90,5311,8304289290,274553,269827,4136,2827,2826,1,5621,4458,1162,5469,4306,1162,6054,5310,744,4726,4630,97,189.4,189.7,165.8,3317581,3336123,2018593,25804
2019. 12,719,22,93.2,97.6,97,92.5,91.5,5286,8252418480,272393,267586,4211,2960,2958,2,4618,4075,543,4524,3981,543,6784,6337,447,3939,3851,87,185.8,186.1,164.2,3864780,3893731,1953554,26094
2020. 01,720,22,92.3,96.2,97.6,94,92.1,5863,9653383670,272692,268922,2870,2785,2729,56,5706,4773,933,4975,4064,910,5711,4974,737,3336,3318,17,175.3,176.3,120.2,3996848,4040690,1453833,25942
2020. 02,721,22,81.4,99.5,97.6,88.1,86.8,6095,9602512970,272599,268556,3153,2725,2725,0,6573,4911,1662,6143,4481,1662,6656,5182,1474,3697,3505,192,175.6,176.5,103.6,3354456,3380597,1236718,25554
2020. 03,722,22,90.7,101.3,98.1,91.2,90.9,6417,10791872040,271375,267367,3149,2182,2182,0,5831,4693,1137,5770,4639,1130,7024,5986,1039,4226,4171,55,190.6,191.1,129.2,3471483,3486933,1461008,24779
2020. 04,723,22,86,73.7,96.9,83.2,82.7,6517,10988506240,269320,265335,3125,1787,1787,0,5159,4266,893,4656,3813,843,7215,6262,953,4071,3945,126,171.9,172.2,118.9,3280127,3290099,1550503,24353
2020. 05,724,22,76.4,69.9,96.5,75.8,75.6,6948,11015664630,263639,259795,2882,1832,1832,0,4205,3374,832,3104,2273,832,9988,8976,1012,4279,4254,25,158,158.3,117.5,3200102,3211569,1528947,23995
2020. 06,725,22,85.6,80.8,96.5,84.1,83.2,7531,12396709540,263068,259205,3004,2485,2485,0,6903,5639,1263,4571,3308,1263,7370,6230,1140,3388,3347,42,179.6,180.2,114.7,3283297,3298564,1517979,23656
2020. 07,726,22,90.9,91.1,96.6,91.4,89.5,8079,13987308690,263814,259889,3066,2207,2205,2,6104,5256,847,4919,4075,844,5358,4573,785,3099,2963,136,190.8,191.2,123.9,3630971,3642890,1590846,23369
2020. 08,727,22,88.8,92.8,96.3,90.3,88.9,8080,13333601140,263296,259274,3182,2949,2931,17,5637,4546,1091,4731,3639,1091,6136,5181,955,4445,4325,120,168.4,168.7,128.4,3370167,3383536,1586058,23092
2020. 09,728,22,94.9,96.5,96,96.6,93.1,8004,14440505520,264187,259759,3578,3193,3182,11,7421,5775,1646,6424,4778,1646,6540,5290,1250,3474,3407,67,184.9,185.3,140.9,3913351,3930488,1756915,22853
2020. 10,729,22,95.2,101.5,95.1,97.9,93.5,7720,12576559320,265509,260104,4563,3470,3470,0,6781,4674,2107,6593,4486,2107,5450,4326,1124,3660,3554,106,172.5,173.1,124.4,3428435,3450498,1497782,22581
2020. 11,730,22,95.8,96.1,95,98.7,95.3,7212,11851002220,264986,259553,4585,3498,3498,0,5521,4816,705,5263,4558,705,6051,5389,662,3553,3462,91,184.8,185.1,153.9,3409791,3427815,1814371,22261
2020. 12,731,22,94.1,94.1,94.3,97,92.8,6812,11949782670,264499,258864,4532,3322,3322,0,7415,5919,1496,6322,4837,1485,8157,6611,1546,4657,4496,160,189.8,190.5,127,4007568,4033597,1675140,21901
2021. 01,732,22,94.3,96.6,96,95.1,92.5,6722,11157625870,264280,258503,4564,3015,3015,0,7002,5985,1017,6677,5664,1013,7330,5978,1353,4240,4119,121,177.4,177.7,140.7,3793069,3811491,1718193,21631
2021. 02,733,22,96.7,100.6,94.2,99.2,94.8,6566,10576174500,264606,258113,5295,3436,3423,13,6608,5051,1557,6314,4757,1557,6267,5429,838,4095,3959,137,158.5,158.8,121.3,3922866,3940961,1610248,21182
2021. 03,734,22,96.1,97,92.9,99.7,94.3,6714,12009995760,264048,255790,6908,3339,3332,7,8249,5842,2406,7698,5293,2404,8959,8170,790,5094,4998,96,190.2,190.7,128.4,3580375,3593530,1716577,20739
2021. 04,735,22,95,84.1,91.9,97.9,91.9,6518,11366778430,262207,253803,7253,3576,3549,27,7706,5985,1721,7512,5792,1720,9349,7972,1377,5636,5497,139,191.2,191.7,134.2,3498391,3514741,1694089,20269
2021. 05,736,22,89.9,91.4,91.6,94.6,89.2,6186,10206498990,263089,255084,6854,3797,3772,25,7180,5703,1477,6629,5160,1469,6298,4637,1661,3772,3578,194,172.5,172.9,124.6,3508584,3525907,1736891,20219
2021. 06,737,22,91.8,94.3,90.9,97,90.3,6235,10752721000,262816,254404,7257,4040,4031,9,6865,5378,1487,6622,5172,1450,7141,6039,1102,4940,4801,140,189.7,190.1,138.8,3497906,3513157,1715216,19919
2021. 07,738,22,90.8,89.3,90.8,96.8,89.7,6290,10493190400,263154,254133,7857,3497,3490,7,6742,5261,1481,6483,5086,1398,6413,5526,887,4336,4187,149,186.8,187.9,116.9,3900623,3937184,1496592,20155
2021. 08,739,22,91.5,90.7,90.5,97.2,90.3,6217,10854208010,263704,254686,7855,3495,3458,38,5848,4707,1140,5362,4231,1131,5297,4153,1144,4077,3867,211,172.5,173.2,120.8,3543441,3572992,1536306,20113
2021. 09,740,22,87.8,97.4,90.3,97.3,88.7,6196,10725573690,263793,254641,7922,3901,3898,3,6655,4011,2645,6519,3880,2639,6633,4053,2580,3538,3360,178,165.4,166.1,116.3,4006884,4041631,1596186,20171
2021. 10,741,22,89.6,94.8,89.5,96.3,88.3,5877,10147567260,263853,254697,7925,3721,3716,5,7979,5252,2727,7827,5106,2721,7920,5196,2724,4717,4414,303,170.7,171,142.2,3541349,3556720,2034680,20168
2021. 11,742,22,91,93.3,88.8,97.4,88.5,5571,9513616930,263112,253712,8179,3822,3747,75,6998,4460,2538,6789,4263,2525,7730,5445,2284,4669,4458,211,189.1,189.7,139.6,3440093,3458972,1829051,20209
2021. 12,743,22,94.7,93.5,88.6,99.1,90.2,5346,9304675570,261965,253439,7117,4463,4448,15,6730,4851,1879,6638,4767,1871,8065,5234,2832,4533,4345,187,190.9,191.5,140.7,4171614,4202490,1814186,20319
2022. 01,744,22,93.9,97.7,88.1,102,91.4,5596,9532274800,263427,253470,8532,4908,4907,1,9968,6640,3328,9040,5715,3325,8522,6677,1845,4429,4253,177,175.5,176.4,110.2,4246497,4279687,1589385,20354
2022. 02,745,22,91.6,97.2,87.4,101.9,91.3,5491,8696215230,262281,252620,8241,5219,5163,56,5757,4801,956,5232,4282,949,6898,5606,1292,4636,4389,247,157.8,158.2,114,3612343,3632230,1651122,20359
2022. 03,746,22,92,99,87,103.8,92.1,5813,10013160300,265595,255461,8515,5412,5406,6,8834,7302,1532,8608,7080,1527,5718,4509,1210,4206,4002,204,182.1,182.5,133.6,3671536,3686146,1879656,20557
2022. 04,747,22,91.4,102.4,87.6,102.8,92.7,5687,9447468240,266503,256104,8791,5553,5485,68,8217,6344,1873,8039,6168,1871,7299,5658,1641,4772,4531,242,184.1,184.4,145.5,3668916,3684848,1855704,20356
2022. 05,748,22,91.2,111.6,87.7,103.4,93.8,5644,9793466480,265676,255473,8587,5066,5044,21,6746,5466,1280,6482,5253,1229,7581,6113,1468,4966,4751,215,182.4,183,128.4,3599297,3618932,1840928,20339
2022. 06,749,22,93.5,98.7,87,102.7,92.7,5597,9651883340,265214,254971,8585,5042,5042,0,6124,5149,976,5911,4950,961,6628,5573,1055,4918,4640,278,176.3,176.6,139.1,3675463,3693216,1837121,20456
2022. 07,750,22,89.5,106.9,86.8,101.4,90.5,5703,9286033560,264796,254531,8686,4991,4963,28,6677,5531,1145,6524,5388,1136,7015,5948,1067,4839,4534,305,180.2,180.6,138.3,4036578,4057504,2043825,20588
2022. 08,751,22,88.9,105.5,85.6,101.1,89,5716,10173464620,265308,254964,8752,5126,5073,52,6978,5814,1164,6360,5201,1159,6479,5377,1102,4821,4501,320,175,175.5,127.8,3712835,3737011,1581537,21067
2022. 09,752,22,88.9,92.8,85.1,99.7,86.1,5569,9877152070,265246,254407,9237,5121,5093,28,6406,4881,1525,6269,4747,1522,6478,5434,1044,4198,4003,195,172.5,173.1,122.1,4097465,4122976,1787095,21739
2022. 10,753,22,,,,,,5455,9131185040,,,,,,,,,,,,,,,,,,,,,,,,,22532
2009. 06,593,23,98.689,47.68,92.194,102.525,89.036,,,99751,86953,7404,960,816,143,3858,1710,2149,3767,1646,2121,3629,1768,1861,1677,1254,423,,,,,,,
2009. 07,594,23,95.786,48.689,92.194,108.663,93.446,,,99539,88550,5393,876,787,89,3592,1927,1665,3522,1858,1665,4005,1983,2022,1942,1349,593,,,,,,,
2009. 08,595,23,101.948,48.425,92.352,110.325,98.49,,,98947,87772,5621,1077,1032,45,2440,1249,1191,2396,1206,1191,2990,1951,1039,1903,1632,270,,,,,,,
2009. 09,596,23,101.678,52.262,92.431,110.431,97.24,,,98571,88360,5677,1219,1132,87,2658,1786,872,2560,1688,872,2015,1296,719,1217,1050,167,,,,,,,
2009. 10,597,23,98.689,60.263,92.59,106.93,95.921,,,98367,88749,5577,1183,1066,117,2949,2143,806,2888,2082,806,2659,1952,707,1519,1318,201,,,,,,,
2009. 11,598,23,95.516,52.584,93.064,100.593,90.592,,,98823,88819,5477,1359,1304,56,3010,2115,895,2852,1957,895,3040,1927,1112,1561,1400,161,,,,,,,
2009. 12,599,23,94.021,46.986,93.064,100.286,93.696,,,98737,89297,4920,1208,1204,4,2781,1976,805,2670,1865,805,2860,1920,941,1414,1292,122,,,,,,,
2010. 01,600,23,92.864,55.72,93.415,105.836,98.231,,,99212,89907,4828,1681,1599,83,4255,2359,1896,3343,1447,1896,3737,1467,2270,1185,994,191,,,,,,,
2010. 02,601,23,95.564,55.72,93.415,107.54,99.469,,,99356,89794,4571,1898,1754,144,1685,1553,132,1235,1103,132,2055,1547,508,1282,1105,176,,,,,,,
2010. 03,602,23,95.661,57.519,93.603,103.507,94.654,,,100136,89785,5353,1955,1679,275,3886,2133,1753,3800,2047,1753,3113,1778,1335,1740,1534,206,,,,,,,
2010. 04,603,23,100.675,58.74,94.167,108.987,98.288,,,99686,89316,5526,2090,1882,208,2514,1338,1176,2465,1289,1176,2810,1531,1279,1523,1352,171,,,,,,,
2010. 05,604,23,99.614,64.267,94.073,109.158,97.934,,,101463,89415,5429,1922,1691,232,2854,1900,954,2798,1844,954,2852,1606,1246,1566,1385,181,,,,,,,
2010. 06,605,23,99.904,63.239,94.262,106.747,97.453,,,101791,89858,5334,1527,1352,174,2769,1974,795,2669,1873,795,2421,1404,1017,1173,1004,169,,,,,,,
2010. 07,606,23,102.7,66.067,94.262,111.573,101.468,,,101537,89276,5432,1928,1795,133,2153,1579,574,2141,1566,574,2637,1565,1072,1680,1308,372,,,,,,,
2010. 08,607,23,92.864,63.303,94.262,100.49,95.508,,,102090,89427,5761,2424,2207,217,2948,2130,818,2924,2107,818,2468,1765,703,1766,1524,242,,,,,,,
2010. 09,608,23,94.021,67.931,94.262,103.245,94.27,,,102068,90492,4043,2362,2233,129,2282,1918,364,2193,1837,356,2935,2022,913,2117,1836,281,,,,,,,
2010. 10,609,23,93.346,70.116,94.262,102.101,93.349,,,101436,89498,4096,1720,1678,42,2521,1867,655,2315,1660,655,3462,2391,1071,2149,1819,330,,,,,,,
2010. 11,610,23,98.65,74.229,94.356,103.935,95.74,,,101615,89345,4490,1228,1228,0,2623,1856,768,2538,1776,763,2382,1752,631,1474,1264,210,,,,,,,
2010. 12,611,23,91.321,74.422,94.45,99.668,93.072,,,100475,88541,4550,1047,1038,9,3648,1904,1744,3430,1686,1744,4392,2145,2247,1906,1588,318,,,,,,,
2011. 01,612,23,89.392,75.9,93.979,104.915,99.16,,,99571,86801,5138,1124,1082,42,3683,1770,1912,3546,1634,1912,4835,2002,2832,1544,1430,115,191.9,196.6,107.3,3116159,3226547,1104925,
2011. 02,613,23,93.346,74.871,93.979,105.484,99.23,,,99808,87427,4697,1095,933,161,2719,1879,840,2471,1643,828,2534,1391,1143,1449,1157,292,164.3,167.2,103.7,2711249,2791646,1024955,
2011. 03,614,23,100.482,74.165,94.45,105.05,98.869,,,99489,86921,5054,1226,1114,112,2468,1577,891,2274,1383,891,2617,1800,817,1728,1367,361,197.6,201.6,118.2,2534275,2608362,1083581,
2011. 04,615,23,94.986,61.889,94.45,103.813,97.087,,,100337,87424,5644,1274,1249,25,4659,2830,1829,4355,2673,1683,3566,2077,1489,2127,1532,595,197.3,202.3,106.7,2624913,2704829,1196437,
2011. 05,616,23,97.589,71.465,94.544,102.673,95.17,,,100330,87579,5264,1245,1234,11,3208,2010,1198,3167,1969,1198,3433,1893,1540,2276,1709,567,189.8,194.1,109.4,2525668,2595645,1208964,
2011. 06,617,23,94.503,74.229,94.45,101.798,94.389,,,100267,86550,6445,1286,1275,11,3258,1715,1544,3173,1629,1544,3106,1916,1190,1862,1582,281,193.7,199.6,106.4,2771574,2881389,1135435,
2011. 07,618,23,92.382,72.622,94.638,101.292,95.342,,,99848,86488,6447,1046,1035,10,3033,1767,1266,2799,1585,1214,3093,1663,1430,1546,1135,411,192.7,198.2,112.8,2689263,2792291,1182012,
2011. 08,619,23,94.407,92.931,95.014,100.074,96.301,,,99237,86142,6140,1196,1185,11,1826,844,982,1782,799,982,2479,1314,1165,1258,1027,231,187.5,193.5,102.5,2805056,2923845,1111877,
2011. 09,620,23,98.457,81.491,94.92,105.492,97.834,,,98711,87851,3870,1428,1260,168,2502,1617,886,2289,1407,881,3063,1165,1898,1433,1014,420,183.4,185.8,129.8,2938478,3007168,1437476,
2011. 10,621,23,96.336,81.298,95.108,105.753,98.313,,,98408,87256,4197,1596,1552,44,2800,1312,1488,2764,1276,1488,3068,1628,1440,1919,1400,519,188.3,190.3,144.1,2766055,2825516,1424216,
2011. 11,622,23,97.011,76.735,95.484,101.976,94.879,,,97470,86910,3634,1502,1502,0,2382,1594,788,2047,1267,780,3291,1589,1703,1949,1310,639,199.4,201.7,148.3,2578606,2627654,1486339,
2011. 12,623,23,95.853,76.028,95.108,102.807,96.287,,,98442,86707,4652,1320,1292,28,3497,2135,1362,2783,1421,1362,2682,1656,1026,1401,1196,205,199.7,202.7,143.7,3141591,3227831,1524100,
2012. 01,624,23,95.082,86.568,95.767,105.96,102.162,,,98781,87679,3962,1246,1244,2,3932,2021,1911,3337,1430,1907,3650,1876,1774,1482,1153,329,182.5,184.3,142.2,3990343,4101323,1599316,
2012. 02,625,23,91.225,94.859,95.108,102.817,98.044,,,98834,88440,3580,1293,1293,0,2967,1920,1047,2644,1597,1047,2588,1554,1033,1611,1158,452,189.9,191.5,149.1,2816980,2867085,1550128,
2012. 03,626,23,91.418,80.784,95.202,98.827,92.499,,,99314,88834,3625,1250,1202,48,3388,2050,1338,3064,1726,1338,2949,2009,940,2071,1739,332,192,194.5,129.8,2802557,2859335,1383619,
2012. 04,627,23,91.321,95.051,95.296,99.809,92.064,,,99907,89128,3855,1183,1156,27,3593,1734,1859,3501,1642,1859,3069,2012,1057,2133,1592,541,189.6,191.7,148.1,2872329,2936441,1578643,
2012. 05,628,23,94.311,93.702,95.484,102.856,93.42,,,100959,89999,4159,1129,1092,37,4440,1697,2744,4277,1534,2744,3265,1565,1700,2464,1335,1130,192.6,195.1,145,2709415,2770242,1550497,
2012. 06,629,23,94.6,86.632,95.767,102.961,92.448,,,101535,90356,4064,1266,1234,32,3224,1534,1691,3029,1338,1691,2962,1592,1371,1864,1346,518,189.6,191.9,137.5,2992717,3060992,1477293,
2012. 07,630,23,90.743,84.383,95.767,101.02,92.085,,,101181,90768,3333,1300,1243,57,2785,1642,1144,2580,1436,1144,3104,1608,1497,2273,1282,991,193.8,195.4,155.3,2967525,3024750,1556754,
2012. 08,631,23,82.449,74.165,95.955,90.32,86.101,,,101052,90631,3349,1210,1179,32,2359,1137,1222,2260,1038,1222,2480,1719,761,1735,1349,386,186.2,188.2,138.7,2917215,2971259,1578472,
2012. 09,632,23,89.778,83.483,95.955,99.2,88.902,,,101069,90732,3427,975,933,41,2162,1200,962,2070,1129,941,1983,1437,546,1197,1048,149,187.1,188.9,140.3,3306542,3373907,1538642,
2012. 10,633,23,91.321,89.203,96.049,101.106,92.233,,,101031,90982,3573,1446,1445,1,4107,1490,2617,4011,1394,2617,3711,1693,2018,1707,1535,172,187,190.2,129.4,2943777,3031255,1363786,
2012. 11,634,23,92.864,86.761,96.143,99.099,90.522,,,100893,91018,3399,1065,1035,30,2355,1271,1084,2143,1059,1084,2493,1493,999,1506,1380,126,199.2,201.3,142.9,2784091,2828280,1612371,
2012. 12,635,23,87.271,83.483,96.143,95.825,89.624,,,101157,90955,3687,1384,1365,19,2368,1126,1241,2203,962,1241,2143,1569,574,1085,932,153,185.8,187.3,147.7,3342519,3413075,1576291,
2013. 01,636,23,92.189,122.751,97.93,103.09,98.985,,,99561,90843,3799,1823,1686,138,3206,2004,1202,2923,1721,1202,3206,2661,545,1630,1500,130,197.4,199.5,144.8,3610178,3692700,1544765,
2013. 02,637,23,91.9,124.486,97.836,103.976,102.75,,,100128,90954,4210,1947,1714,233,3563,1548,2015,3265,1251,2015,3042,2005,1037,2028,1509,519,173.6,175.2,140,3420436,3518484,1446724,
2013. 03,638,23,94.889,123.008,97.836,104.615,99.171,,,100705,91703,4060,2370,2143,227,3853,2061,1792,3646,1854,1792,3255,1909,1346,1883,1329,555,185.3,187.9,133.6,2994752,3070246,1501221,
2013. 04,639,23,91.128,138.111,97.742,102.385,96.573,,,101664,92938,4207,1753,1623,130,4098,2372,1726,3918,2192,1726,2715,1735,979,1842,1433,409,197.9,199.8,158.8,2973685,3037281,1666303,
2013. 05,640,23,90.164,137.918,97.648,102.354,96.1,,,102019,93905,3420,1770,1689,81,3187,2035,1152,3088,1936,1152,3008,1788,1220,1581,1387,194,195.8,197.6,150.2,2842953,2893491,1576747,
2013. 06,641,23,92.96,131.362,97.648,103.239,95.765,,,103461,94536,3788,1584,1438,146,3971,1766,2204,3874,1670,2204,2971,1754,1218,1614,1480,134,181.2,185,115.7,3091373,3188036,1422465,
2013. 07,642,23,88.814,138.753,97.836,98.44,96.134,,,103215,94415,3541,1336,1253,83,3556,1823,1733,3419,1686,1733,3924,2528,1395,2310,2074,236,201.1,204.8,133.7,3028618,3114387,1432860,
2013. 08,643,23,93.635,150.386,97.93,102.924,100.644,,,102672,93317,4091,1559,1501,58,3431,1613,1817,3392,1574,1817,3979,2834,1145,2168,2100,68,185.7,188.6,131.5,3093224,3171106,1639374,
2013. 09,644,23,87.078,140.746,98.024,98.724,94.054,,,102414,93336,3783,1451,1411,40,2295,1530,765,2229,1463,765,2585,2013,572,1616,1460,155,169.7,172.1,116.1,3449567,3538363,1517601,
2013. 10,645,23,92.96,138.625,98.024,102.345,97.246,,,102098,93628,3066,1362,1319,43,2300,1425,875,2190,1314,875,2726,1687,1039,1406,1290,116,194.8,196.9,139,3138737,3195732,1589998,
2013. 11,646,23,90.068,144.023,98.024,98.473,92.821,,,102473,92958,4534,1360,1360,0,3500,1180,2320,3376,1056,2320,2701,1451,1250,1442,1116,326,192.8,194.8,133.6,2897266,2951463,1333563,
2013. 12,647,23,91.9,159.769,98.024,102.028,98.385,,,102050,93444,3655,1181,1181,0,2372,1246,1126,2235,1109,1126,2765,1288,1478,950,800,150,192.4,195.5,116.5,3524916,3621906,1198094,
2014. 01,648,23,98.264,144.987,100.659,103.648,103.15,2282,2313403780,100944,92196,3980,1058,1058,0,3767,2032,1735,3266,1531,1735,4690,2598,2091,2307,1384,923,182,183.7,142.2,3875051,3980368,1336420,5352
2014. 02,649,23,90.839,96.787,100.753,93.936,95.379,2351,2203616760,101714,92532,3701,1724,1498,226,3714,1495,2219,3450,1231,2219,3658,1710,1948,1838,1266,572,178.7,180.9,126.8,2971028,3048260,1190295,5351
2014. 03,650,23,89.875,94.794,100.564,93.728,93.042,2396,2351434310,102554,93010,4147,1456,1371,85,3698,1728,1970,3499,1528,1970,2774,1703,1071,1888,1345,543,191.8,194.9,123.6,3095812,3181781,1242628,5325
2014. 04,651,23,92.575,88.817,100.753,95.965,94.513,2396,2536303530,103863,93871,3829,1601,1518,83,5148,2278,2870,5035,2164,2870,4606,1898,2708,3506,1303,2203,198.2,202.1,115.7,3001221,3092177,1077569,5554
2014. 05,652,23,91.996,85.154,100.941,95.703,91.982,2244,2377365970,104607,94245,4211,1412,1412,0,4502,1794,2708,4392,1684,2708,3745,1914,1832,2743,1414,1329,187.5,191.6,103.3,2936575,3032089,972148,5623
2014. 06,653,23,92.093,104.949,101.035,97.009,93.144,2160,2197252410,104771,94566,3674,1537,1503,33,4431,1925,2506,4373,1868,2506,4648,2087,2561,3659,1891,1768,185.3,189.2,110.3,3177524,3285664,1104414,5562
2014. 07,654,23,94.6,90.103,101.129,100.457,97.742,2289,2418738440,104057,94292,3196,1437,1402,35,3335,1760,1574,3269,1694,1574,4086,2544,1541,2343,1384,958,201.6,205.5,123.3,3205794,3307547,1135885,5583
2014. 08,655,23,88.621,101.864,101.129,95.418,93.896,2366,2292886570,104245,94603,3277,1254,1137,118,3249,1483,1766,3166,1400,1766,2857,1579,1278,2168,1027,1141,182,186.1,100.2,3280566,3398032,971970,5777
2014. 09,656,23,90.26,107.455,101.129,95.554,92.719,2341,2538734300,105450,95427,3576,1230,1159,72,3057,1269,1789,2910,1121,1789,1934,908,1026,1752,800,952,180,183.1,103.7,3514438,3616004,995841,5765
2014. 10,657,23,87.946,111.697,101.411,93.373,91.626,2255,2408152090,105809,95290,4075,1551,1291,260,3182,820,2362,3106,744,2362,2820,1386,1433,1926,1097,829,195.8,199,124.3,3185655,3274550,1162677,5767
2014. 11,658,23,92.478,107.712,101.505,96.087,92.43,2144,1970759540,105730,95640,3661,1289,1289,0,3681,1205,2476,3632,1156,2476,3745,1325,2420,2338,1094,1244,186.8,190.7,100.8,2905966,2996088,951930,5918
2014. 12,659,23,87.753,104.434,101.505,92.152,90.826,2153,2004969130,106443,96216,3803,966,951,15,3920,1634,2286,3691,1405,2286,3202,1523,1679,2319,1187,1133,196.5,199.5,125.9,3771933,3879802,1181154,6002
